Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"C Amma, H Volk, T Schultz","Compressed signal representation for inertial sensor signals",2013,"Proceedings of the 2013 ACM conference …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2494091.2494140","",438,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,3,7,"We present and evaluate a method to generate a compressed representation of multi-dimensional inertial sensor signals using a piecewise linear approximation. The representation can be computed on small sensor nodes and thus allows for a reduction of …"
0,"A Waibel, A Badran, AW Black, R Frederking…","Conference on Speech Communication and Technology",2003,"","mt-archive.info","http://mt-archive.info/Eurospeech-2003-Waibel-abs.pdf","",439,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,5,17,"This paper describes a working two-way speech-to-speech translation system that runs in near real-time on a consumer handheld computer. It can translate from English to Arabic and Arabic to English in the domain of medical interviews. We describe the general architecture and frameworks …"
0,"AW Black, AF Llitjos, M Killer, S Stuker, T Schultz","Focus Papers",,"cs.cmu.edu","","http://www.cs.cmu.edu/afs/cs.cmu.edu/Web/People/cbennett/SyRG/SyRG_02-12-04.pdf","",440,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,5,,"Page 1. Grapheme Based Speech Synthesis and Speech Recognition SP Kishore skishore@cs.cmu.edu Carnegie Mellon University & International Institute of Information Technology Page 2. 2 Focus Papers • Alan W Black and Ariadana Font Llitjos, “Unit Selection …"
0,"DIC Fiigen, T Schaaf, T Schultz, JB Marino","Anton Prevosti Vives",2006,"","","","",441,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,4,14,""
0,"Q Jin, T Schultz","Robust Far-Field Speaker Identification under Mismatched Conditions",2008,"Ninth Annual Conference of the International …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2008/i08_1893.html","",442,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,2,12,"While speaker identification performance has improved dramatically over the past years, the presence of interfering noise and the variety of channel conditions pose a major obstacle. Particularly the mismatch between training and test condition leads to severe performance …"
0,"A Himmelsbach, T Schultz","Application of Electrode Arrays for Artifact Removal in an Electromyographic Silent Speech Interface",2014,"Biomedical Engineering Systems …","books.google.com","https://books.google.com/books?hl=en&lr=&id=ubcjBQAAQBAJ&oi=fnd&pg=PA300&dq=%22tanja+schultz%22&ots=fQm17xwrHJ&sig=bU0gv5jbYP7pI28GIkngAvCJPvc","",443,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,2,6,"An electromygraphic (EMG) Silent Speech Interface is a system which recognizes speech by capturing the electric potentials of the human articulatory muscles, thus enabling the user to communicate silently. This study deals with the introduction of multi-channel electrode …"
0,"T Schultz","To be Defined.",2016,"ICPRAM","","","",444,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,1,4,""
0,"T Schultz, M Wand, M Janke, C Herff","Q1 Project Report (Month 1-3, June-August 2012) on Quiet Phone Communication using Whispered Speech",,"","","","",445,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,4,,""
0,"MC Fuhs, Q Jin, T Schultz","Detecting bandlimited audio in broadcast television shows",2009,"2009 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4960652/?casa_token=Ej8zN9Tq4LMAAAAA:QP8R1fShZh_8O1j6Lfl9lP1KV-UexIgGD-L2IlJPJZxliktG9sGL9oHDavL3ZHFE-oeEyJEd0g","",446,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,3,11,"For TV and radio shows containing narrowband speech, Speech-to-text (STT) accuracy on the narrowband audio can be improved by using an acoustic model trained on acoustically matched data. To selectively apply it, one must first be able to accurately detect which audio …"
0,"F Putze, T Schultz","Investigating Intrusiveness of Workload Adaptation",2014,"Proceedings of the 16th International Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2663204.2663279","",447,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,2,6,"In this paper, we investigate how an automatic task assistant which can detect and react to a user's workload level is able to support the user in a complex, dynamic task. In a user study, we design a dispatcher scenario with low and high workload conditions and compare the …"
0,"T Schultz, M Wand, M Janke, C Herff","Q3 Project Report (Month 7-9, December 2012–March 2013) on Quiet Phone Communication using Whispered Speech",2013,"","","","",448,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,4,7,""
0,"T Schultz","What's involved in building systems? Example: Mandarin Chinese BN",,"","","","",449,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,1,,""
1,"M Wand, M Janke, T Heistermann, C Schulte…","Application of Electrode Arrays for Artifact Removal in an Electromyographic Silent Speech Interface",2013,"… Joint Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-44485-6_21","https://scholar.google.com/scholar?cites=8918884325857191706&as_sdt=2005&sciodt=0,5&hl=en",450,"2020-11-06 21:29:44","","","","",,,,,1,0.14,0,5,7,"Abstract An electromygraphic (EMG) Silent Speech Interface is a system which recognizes speech by capturing the electric potentials of the human articulatory muscles, thus enabling the user to communicate silently. This study deals with the introduction of multi-channel …"
0,"F Putze, D Heger, M Müller, C Waldkirch…","Profiling Arousal in Response to Complex Stimuli using Biosignals.",2013,"…","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/5dcc/d90b70e7ae7c89545fa726e9b90dfad81502.pdf","",451,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,5,7,"We investigate the use of biosignals (blood volume pressure and electrodermal activity) for person-independent profiling of arousal responses to complex, long-term stimuli. We report the design of a user study with 14 subjects to elicitate affective responses with films of …"
0,"L Besacier, H Blanchon, C Boitet, J Caelen, R Cattoni…","List of Personnel Associated with the Proposal",,"cs.cmu.edu","","http://www.cs.cmu.edu/afs/cs.cmu.edu/project/cmt-40/Nespole/Proposal/Spectrum/personnel.pdf","",452,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,6,,"Page 1. List of Personnel Associated with the Proposal • Laurent Besacier, Université Joseph Fourier, Grenoble, France. (Senior Personnel) • Hervé Blanchon, Université Joseph Fourier, Grenoble, France. (Technical Manager) • Christian Boitet, Université Joseph Fourier, Grenoble …"
0,"T Schultz, M Wand, M Janke","Q1 Project Report (Month 1-3, August-November 2012) on Silent Communication over Cell Phones based on ElectroMyoGraphy",2012,"variations","","","",453,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,3,8,""
0,"T Köhler, S Vogel, N Bach, M Eck…","The CMU TransTac 2007 Eyes-free and Hands-free Two-way Speech-to-Speech Translation System",,"cs.cmu.edu","","https://www.cs.cmu.edu/~nbach/papers/CMUTransTac2007-slides.pdf","",454,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,5,,"English ASR 3-state subphonetically tied, fully-continuous HMM 4000 models, max. 64 Gaussians per model, 234K Gaussians in total 13 MFCC, 15 frames stacking, LDA-> 42 dimensions Trained on 138h of American BN data, 124h Meeting data Merge-and-split …"
0,"C Fügen, T Schultz, JC Hu, A Waibel","RECENT ADVANCES IN LINGWEAR: A WEARABLE LINGUISTIC ASSISTANT FOR TOURISTS",,"cs.cmu.edu","","http://www.cs.cmu.edu/~tanja/Papers/ICASSP03-Fuegen.pdf","",455,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,4,,"In this paper we describe our recent advances in Ling-Wear, a wearable linguistic assistant for tourists. Ling-Wear allows uninformed users to find their way in foreign cities or to ask for information about sightseeing, accommodations, and other places of interest. Moreover, the …"
0,"U Nallasamy, AW Black, T Schultz…","Speech Translation for Triage of Emergency Phonecalls in Minority Languages",2008,"… 2008: Proceedings of …","aclweb.org","https://www.aclweb.org/anthology/W08-1509.pdf","",456,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,4,12,"We describe Ayudame, a system designed to recognize and translate Spanish emergency calls for better dispatching. We analyze the research challenges in adapting speech translation technology to 9-1-1 domain. We report our initial research in 9-1-1 translation …"
0,"S Möller, I Wechsung, C Kühnel, B Weiss, T Polzehl…","Evaluation of Cognitive Interactive Systems: Problem Formulation and First Insights",,"","","","",457,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,6,,""
0,"O Pastor, C Sinoquet, G Plantier, T Schultz, A Fred…","Proceedings of the 5th International Conference on Bioinformatics Models, Methods and Algorithms (Bioinformatics2014)",2014,"","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-01169027/","",458,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,6,6,"Proceedings of the 5th International Conference on Bioinformatics Models, Methods and Algorithms (Bioinformatics2014): O. Pastor, C. Sinoquet, G. Plantier, T. Schultz, ALN Fred and H. Gamboa (eds.). Bioinformatics2014 – Proceedings of the 5th International Conference on Bioinformatics …"
0,"M Bienkiewicz, C Verdier, G Plantier, T Schultz, A Fred…","HEALTHINF 2014-Proceedings of the International Conference on Health Informatics SciTePress 2014, ISBN 978-989-758-010-9",2014,"","hal.univ-grenoble-alpes.fr","http://hal.univ-grenoble-alpes.fr/hal-01744418","",459,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,6,6,"Accéder directement au contenu Accéder directement à la navigation Toggle navigation CCSD. HAL: HAL; HALSHS; TEL; MédiHAL; Liste des portails; AURéHAL; API; Data; Documentation. Episciences.org: Episciences.org; Revues; Documentation. Sciencesconf.org; Support. Connexion …"
0,"T Schultz, M Wand, M Janke","Q2 Project Report (Month 4-6, November 2012-February 2013) on Silent Communication over Cell Phones based on ElectroMyoGraphy",2013,"","","","",460,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,3,7,""
0,"R Sargent, B Bailey, C Witty, A Wright, NS Pollard…","Home/Publications",1997,"Workshop …","ri.cmu.edu","https://www.ri.cmu.edu/pubs/page/160/?wpv_view_count=4514-TCPID4515&wpv_paged=79","",461,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,6,23,""
0,"M Eck, T Schultz","Developing Deployable Spoken Language Translation Systems given Limited Resources",,"d-nb.info","","https://d-nb.info/1013721462/34","",462,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,2,,"Zusammenfassung Die Leistung maschineller Ubersetzungssysteme in Forschungseinrichtungen hat in den letzten Jahren beträchtliche Fortschritte gemacht. Dies ist insbesondere für Statistische Maschinenübersetzung der Fall. Seit ihrer Einführung …"
0,"T Schultz","Biosignal-based Cognitive Systems.",2016,"PhyCS","","","",463,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,1,4,""
0,"T Schultz, M Wand, M Janke","Q3 Project Report (Month 7-9, March 2013-June 2013) on Silent Communication over Cell Phones based on ElectroMyoGraphy",2013,"","","","",464,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,3,7,""
0,"CL Sidner, T Schultz, M Stone, CX Zhai","Human Language Technologies 2007: The Conference of the North American Chapter of the Association for Computational Linguistics; Proceedings of the …",2007,"… Language Technologies 2007 …","aclweb.org","https://www.aclweb.org/anthology/N07-1000.pdf","",465,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,4,13,"This year the annual conference organized by the North American chapter of the Association for Computational Linguistics (NAACL) has undergone a name change to NAACL HLT. This change reflects the integral part that all of Human Language Technology plays in the …"
0,"C Lieske, Y Mori, M Siegel, T Schultz, M Woszczyna","Verbmobil desu keredomo: The Japanese Part of the Verbmobil Spontaneous Spoken Language Machine Translation System",,"","","","",466,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,5,,""
0,"T Schultz, AW Black","Rapid Language Adaptation Tools and p gg p Technologies for Multilingual Speech Processing Systems",,"pdfs.semanticscholar.org","","https://pdfs.semanticscholar.org/1c8b/992ce9dbdad701fddf1fc94284af888308d8.pdf","",467,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,2,,"Writing systems–basic unit is a Grapheme: Writing systems basic unit is a Grapheme: Logographic: based on semantic units, grapheme represents meaning Chinese:> 10.000 hanzi; Japanese~ 7000 kanji, Korean to some extend Phonographic: based on sound units …"
0,"B Denby, T Schultz, K Honda","Special Issue on ''Silent Speech''Interfaces",,"","","","",468,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,3,,""
0,"A Waibel, L Levin, A Lavie, T Schultz","Interactive Systems Laboratories Spontaneous Speech Translation Project Report on ATR Funded Research April 2001 to September 2001",,"","","","",469,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,4,,""
0,"T Schultz, K Schaaff","Challenges on Emotion Induction with the International Affective Picture System",,"Citeseer","","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.212.6071&rep=rep1&type=pdf","",470,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,2,,"During the last decades, the interest in studying human emotional behavior has been constantly increasing. To analyze emotional behavior in scientific studies, it is necessary to have a method to induce different emotions. Therefore, numerous methods have been …"
0,"T Schultz, SC Jou, S Vogel, S Saleem","Jeju Island, Korea October 4-8, 2004",2004,"","mt-archive.info","http://mt-archive.info/Interspeech-2004-Schultz-abs.pdf","",471,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,4,16,"In this paper we present first experiments towards a tighter coupling between Automatic Speech Recognition (ASR) and Statistical Machine Translation (SMT) to improve the overall performance of our speech translation system. In coventional speech translation systems …"
0,"B Denby, T Schultz, K Honda","Special Issue Silent Speech Interfaces",2010,"","… SCIENCE BV PO BOX 211, 1000 …","","",472,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,3,10,""
0,"T Schultz, M Wand, M Janke, C Herff","Q2 Project Report (Month 4-6, September–December 2012) on Quiet Phone Communication using Whispered Speech",2012,"","","","",473,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,4,8,""
0,"W Macherey, M McTear, M Ostendorf, J Polifroni…","Sachin Kajarekar, SRI International, USA Philipp Koehn University of Edinburgh, Edinburgh, UK Roland Eric Kuhn, University of Quebec, Gatineau …",2008,"Computer Speech and …","","","",474,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,5,12,""
0,"C Amma, M Georgi, T Schultz","Airwriting: Mobile text-entry by 3d-space handwriting",,"… DC 4D94 3BAB E34 D 73A","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.671.6213&rep=rep1&type=pdf#page=15","",475,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,3,,"We demonstrate a wearable text-entry system. Users can write text in the air, as if they were writing on an imaginary blackboard. Motion is sensed by inertial sensors attached to the back of the hand. Written text is spotted and recognized by a two-stage approach using …"
0,"L Besacier, E Barnard, A Karpov, T Schultz","Special Issue on Processing Under-Resourced Languages-Speech Communication Journal",2014,"","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-00959237/","",476,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,4,6,"no abstract."
0,"T Schultz, M Westphal, A Waibel","The GlobalPhone Project: Multilingual LVCSR",,"isl.anthropomatik.kit.edu","","http://isl.anthropomatik.kit.edu/pdf/Schultz1997b.pdf","",477,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,3,,"This paper describes our recent effort in developing the Global-Phone database for multilingual large vocabulary continuous speech recognition. In particular we present the current status of the GlobalPhone corpus containing high quality speech data for the 9 …"
